street,streetid
14921 SE Auburn-Black Diamond Rd,3995
2536 S 365th Pl,3996
419 25th Ave E,3997
43719 SE 142nd St,3998
24119 SE 18th Pl,3999
27125-27131 SE 175th Pl,4000
14211 SE 37th St,4001
26th Ave SW,4002
17213 NE 32nd St,4003
2342 N 60th St,4004
5401 S Fletcher St,4005
17052 34th Ave S,4006
3312 181st Pl NE,4007
30221 8th Ave S,4008
4149-4399 19th Ave SW,4009
9526 S 221st Pl,4010
11520 36th Ave NE,4011
1012 Lynnwood Ave NE,4012
4519 33rd Ave S,4013
3063-3103 84th Ave SE,4014
14102 SE 42nd St,4015
25744 SE 37th St,4016
14213 SE 170th St,4017
12034 NE 67th St,4018
16123 SE 44th Way,4019
15568 11th Ave NE,4020
9233 25th Ave SW,4021
5901-5909 17th Ave SW,4022
4316 331st Ave NE,4023
203 Farrelly St,4024
9700 174th Ave SE,4025
2598 NE Natalie Way,4026
35839 14th Ave SW,4027
18603 E Spring Lake Dr SE,4028
11539 SE 221st Pl,4029
27645 236th Ct SE,4030
7554 Jones Ave NW,4031
1712 S Dawson St,4032
13045 6th Pl SW,4033
11042 31st Ave SW,4034
2200 S Hanford St,4035
13362 3rd Ave NE,4036
16940 NE 16th Pl,4037
21625 4th Ave S,4038
11247 11th Ave SW,4039
2052 Boyer Ave E,4040
105 NW 178th St,4041
16714 NE 158th St,4042
11626-11630 SE 323rd Pl,4043
15502 SE 18th St,4044
401 S 289th St,4045
2425 Westview Dr W,4046
Adair Creek Trail,4047
31605-31625 51st Ave S,4048
1705 Douglas Ct,4049
34215 40th Ave S,4050
3108 142nd Pl NE,4051
3505 Monterey Ct NE,4052
1130 Oak Hill Pl NW,4053
6537 36th Ave SW,4054
608 Riverside Dr SE,4055
2905 25th Ave W,4056
4207 SW Manning St,4057
16831 NE 176th St,4058
7354 27th Ave SW,4059
13300 NE 186th St,4060
12362 76th Ct NE,4061
1310 G St SE,4062
1602 32nd Ave,4063
7209 SE 70th St,4064
22821 SE 288th St,4065
1600-1718 107th Ave SE,4066
12000-12098 SE 71st Pl,4067
5433 37th Ave SW,4068
16604 NE 42nd Ct,4069
5048 35th Ave SW,4070
2205 78th Ave NE,4071
4908 32nd Ave NE,4072
3620 SW Holden St,4073
19100 SE 174th St,4074
2714 SW 164th Pl,4075
1103 26th Ave,4076
15200 287th Ave NE,4077
4530 51st Ave NE,4078
4009 97th Ave SE,4079
16451 NE 18th St,4080
30105 10th Ave S,4081
7760 10th Ave SW,4082
10323 Valmay Ave NW,4083
12500-12578 10th Ave NE,4084
19358 114th Pl SE,4085
320 NW Boulder Pl,4086
1356 Elma Pl NE,4087
22710 SE 268th Pl,4088
24588-24638 SE Issaquah-Fall City Rd,4089
13124 113th Pl NE,4090
26856 12th Ave S,4091
384 218th Pl SE,4092
922 N 91st St,4093
2154 NE Morgan Ln,4094
29024 121st Way SE,4095
5107 Puget Blvd SW,4096
9006 116th Ave NE,4097
22857 NE 138th Ct,4098
1770 19th Ave S,4099
3608 34th Ave SW,4100
1020 S 299th Pl,4101
450 S 305th St,4102
15317 SE 58th St,4103
12440 NE 160th St,4104
821 NW 175th St,4105
22720 NE 46th St,4106
17295-17403 SE 192nd Dr,4107
25758 SE 31st Pl,4108
12812 130th Ct NE,4109
19539 4th Ave S,4110
10000-10026 S 100th St,4111
8038 42nd Ave NE,4112
4123 13th Ave S,4113
1122A 23rd Ave S,4114
768 N 75th St,4115
3515 S 137th St,4116
16638 SE 167th St,4117
11881 Tye River Rd NE,4118
7828 Douglas Ave SE,4119
9954 227th Way NE,4120
12412 243rd Terrace NE,4121
9025 15th Ave SW,4122
7313 Chanticleer Ave SE,4123
20824-20836 Occidental Ave S,4124
22518 SE 15th Pl,4125
108 N 183rd St,4126
3516 O St SE,4127
14014 SE 236th Pl,4128
1724 Edmonds Way SE,4129
1322 Alki Ave SW,4130
14812 104th Ave NE,4131
3834 136th Ave SE,4132
9246 30th Ave SW,4133
1007 N 29th St,4134
26231 187th Pl SE,4135
7811 126th Ave NE,4136
5519 31st Ave NE,4137
1206 9th Ave W,4138
1919 42nd Ave SW,4139
10606 NE 143rd Pl,4140
1730 Washington Ave,4141
2201 223rd Pl NE,4142
2440 Magnolia Blvd W,4143
30002 8th Ave SW,4144
2603 36th Ave W,4145
2253 SW 313th St,4146
12570 SE 72nd St,4147
17010 NE 88th St,4148
1125 270th Pl SE,4149
15416 SE Jones Rd,4150
3672 SW Orchard St,4151
3726 Gallagher Hill Rd,4152
10515 115th Pl NE,4153
4765 NE 203rd St,4154
1501 NW 90th St,4155
6511 29th Ave S,4156
Brooktrails Trail 14,4157
2501-2507 248th Terrace NE,4158
32701-32911 49th Pl SW,4159
13559 SE 159th Pl,4160
13555 Adair Creek Way NE,4161
537 N 70th St,4162
9788-16090 NE Quail Creek Dr,4163
6520 154th Ave NE,4164
12008 35th Ave NE,4165
25139 11th Ave S,4166
15124 SE 82nd Ct,4167
23211 190th Ave SE,4168
924 26th Ave S,4169
14808 104th Ave NE,4170
1496 Aberdeen Ave NE,4171
5504 NE 190th St,4172
615 Bronson Pl NE,4173
18820 1st Ave NW,4174
125 30th Ave,4175
5626 Keystone Pl N,4176
1714 S Pearl St,4177
6702 SE 28th St,4178
10304 Interlake Ave N,4179
3822 42nd Ave SW,4180
548 NE 86th St,4181
509 SW 335th St,4182
12314-12426 24th Ave S,4183
33518 161st Ln SE,4184
15012 133rd Ave SE,4185
45804 SE 137th St,4186
4112 38th Ave SW,4187
9510 28th Ave NW,4188
12224 SE 165th St,4189
1641-1699 4th St,4190
18625 Ridge Rd SW,4191
5641 Keystone Pl N,4192
1209 Evergreen Point Rd,4193
3297 S 366th St,4194
4408 Thackeray Pl NE,4195
23300-23306 10th Ave S,4196
32648-33020 10th Ave SW,4197
43600-43610 244th Ave SE,4198
4503 S 256th St,4199
12468 240th Pl NE,4200
12070 166th Pl NE,4201
6504-6618 NE 1st St,4202
4528 W Lake Sammamish Pkwy SE,4203
1925 Walnut Ave SW,4204
9403 SE 33rd St,4205
2318 N 60th St,4206
6732 Mars Ave S,4207
7335 35th Ave SW,4208
6151 168th Pl SE,4209
576 Field Pl NE,4210
8548 Nesbit Ave N,4211
24142 SE 18th Pl,4212
29433 SE 15th Pl,4213
21014 SE 14th Pl,4214
22514 101st Ln SW,4215
31600-31726 SE Issaquah-Fall City Rd,4216
5428 Kirkwood Pl N,4217
3609-3615 Whitman Ave N,4218
21301-21399 SE 19th St,4219
3611 NE 137th St,4220
14429 22nd Ave SW,4221
3051 36th Ave W,4222
14206 119th Ave NE,4223
14812 113th Ave NE,4224
1718 32nd Ave,4225
2110 S 373rd Ct,4226
9716 33rd Ave SW,4227
32237 7th Ave SW,4228
23884 140th Ln SE,4229
27621 221st Ave SE,4230
3008 38th Ave SW,4231
18563 173rd Way SE,4232
3243 NE Mulberry St,4233
35505 SE English St,4234
22923 SE 282nd St,4235
615 289th Ave NE,4236
12423 NE 6th Pl,4237
3200 102nd Ave NE,4238
1156 N 93rd St,4239
22819 NE 166th St,4240
2822 NW 90th Pl,4241
3015 S Graham St,4242
13780 NE 77th Pl,4243
16204 SE 2nd St,4244
16720 NE 23rd Pl,4245
547 240th Ave SE,4246
14737 28th Ave NE,4247
8101 NE 120th St,4248
4313 S 289th Pl,4249
9416 Templeton Ave SE,4250
3654 254th Ave SE,4251
8208 138th Ave NE,4252
15351 NE 202nd St,4253
4290 326th Ave NE,4254
6851 51st Ave NE,4255
10867-11003 SE 295th St,4256
17202 NE 134th Pl,4257
3814 231st Ave SE,4258
2527 154th Ave SE,4259
3913 255th Pl SE,4260
26546 236th Pl SE,4261
32900 19th Ave SW,4262
11440 69th Pl S,4263
3920 153rd Ave SE,4264
3019 30th Ave W,4265
1917 235th Ct NE,4266
746 Boylston Ave E,4267
701-711 26th Ave,4268
12211 SE 65th St,4269
11659 168th Ct NE,4270
25921-25929 35th Pl S,4271
12816 84th Ave S,4272
10642 SE 200th St,4273
19117-19123 Richmond Beach Dr NW,4274
9033 NE 32nd St,4275
5426 40th Ave W,4276
14070 Military Rd S,4277
19009-19021 SE 266th St,4278
1525 79th Pl NE,4279
12005 SE 219th Ct,4280
4229 S 144th St,4281
5214 S 292nd St,4282
17827 Mountain View Rd NE,4283
3911 S 328th St,4284
7052 39th Ave NE,4285
2120 31st Ave W,4286
12271 Marine View Dr SW,4287
21809 SE 38th Pl,4288
3401-3599 Arapahoe Pl W,4289
18738-18798 49th Pl NE,4290
14901-14999 12th Ave SW,4291
1223-1237 244th Ave NE,4292
1249 NE 168th St,4293
579 Alpine Ridge Pl NW,4294
2821 NE 16th St,4295
4117 Whitman Ave N,4296
14405 SE 208th St,4297
2802-2804 S 138th St,4298
44400 SE 159th St,4299
645 West Lake Sammamish Pkwy NE,4300
14221 W Lake Kathleen Dr SE,4301
2868 258th Pl SE,4302
16528 SE Newport Way,4303
39612 254th Ave SE,4304
1918 202nd Pl SE,4305
216 SW 183rd St,4306
16726 SE 45th St,4307
15765 Simonds Rd NE,4308
12625 SE 228th Ct,4309
15003 NE 12th St,4310
21730 NE 29th St,4311
6925 Oakmont Ave SE,4312
9235 NE 5th St,4313
2703 NE 123rd St,4314
4140 Boulevard Pl,4315
31603 E Lake Morton Dr SE,4316
23819 SE 384th St,4317
10516 Victory Ln NE,4318
2234 167th Ave SE,4319
25218 SE 31st Pl,4320
2414 SW Holden St,4321
10050 19th Ave SW,4322
3809 SW Findlay St,4323
19055 35th Ave NE,4324
5602 S Avon St,4325
6737 5th Ave NW,4326
4319 SW Brandon St,4327
2601-2649 Shoreland Dr S,4328
4473 192nd Ave SE,4329
6265 160th Ave SE,4330
14116 SE 193rd St,4331
2356 Rosemont Pl W,4332
19585-19799 204th Ave NE,4333
22027 117th Ave SE,4334
3665 50th Ave NE,4335
14201-14211 146th Pl SE,4336
26017 189th Ave SE,4337
25437 163rd Pl SE,4338
7127 29th Ave SW,4339
3002 SW 349th Pl,4340
3202 S 194th St,4341
10744 62nd Ave S,4342
32706 20th Ave SW,4343
31510 41st Ave SW,4344
24007 196th Ave SE,4345
32915 176th Ave SE,4346
24330 130th Ave SE,4347
1915 Ginko St SE,4348
3148 234th Ct SE,4349
18423 61st Pl NE,4350
9032 NE 176th St,4351
821 Edmonds Ave NE,4352
4315 201st Ave NE,4353
14219-14231 11th Ave SW,4354
311 L St SE,4355
17022 5th Ave NE,4356
7250 Rainier Ave S,4357
7436 SE 76th St,4358
12542 NE 160th Pl,4359
220 Garden Ave N,4360
510 175th Pl NE,4361
4611 51st Ave S,4362
4242 NE 2nd Ct,4363
8607 36th Ave SW,4364
4557 14th Ave S,4365
17207 190th Ave SE,4366
10022 19th Ave SW,4367
18600 135th Pl SE,4368
8008 NE 183rd St,4369
144 NW 103rd St,4370
1236 S Cloverdale St,4371
4003 2nd Ave NE,4372
19720 SE 21st St,4373
6839 126th Ave NE,4374
5627 167th Pl SE,4375
23414 SE 269th St,4376
1013 NE 80th St,4377
2523 42nd Ave W,4378
3449 Magnolia Blvd W,4379
19827 SE Maple Valley Hwy,4380
10120-10198 34th Ave SW,4381
2760 72nd Ave SE,4382
27622 237th Pl SE,4383
16301 SE 139th Ct,4384
9138 S 208th St,4385
14257 212th Dr NE,4386
23403 120th Ave SE,4387
3040 273rd Ave NE,4388
2550 Westmont Way W,4389
13817 125th Ave NE,4390
26429 106th Ave SE,4391
30036-30116 42nd Pl S,4392
5256 42nd Ave SW,4393
2826 21st Ave W,4394
332 NW 84th St,4395
1415 108th Ave SE,4396
25221 235th Way SE,4397
14025 93rd Ave NE,4398
10611 Slater Ave NE,4399
14218 NE 67th Ct,4400
21418 SE 5th Pl,4401
21600 SE 18th Pl,4402
7821 NE 147th St,4403
9736 Dayton Ave N,4404
4462 175th Pl SE,4405
6815 S 120th Pl,4406
13505 208th Ave NE,4407
11620-11698 57th Ave S,4408
9243 NE 20th St,4409
1301-1303 Monterey Ave NE,4410
12632 93rd Pl NE,4411
114 210th Ave NE,4412
13202 NE 92nd Way,4413
10821 151st Ave NE,4414
1206 NE 155th St,4415
6506 40th Ave SW,4416
1121 E Guiberson St,4417
4039 4th Ave NE,4418
5922 44th Ave SW,4419
7349 17th Ave NE,4420
12926 SE 23rd St,4421
13545 39th Ave NE,4422
1502 Parkside Dr E,4423
11023 4th Ave S,4424
214 20th Ave S,4425
6901 123rd Ave NE,4426
3108 SE 6th St,4427
101-127 247th Ave SE,4428
4708 154th Pl SE,4429
429 Randolph Ave,4430
18124-18204 83rd Ave NE,4431
32744 30th Ave SW,4432
2492 SW Webster St,4433
4100 SW Othello St,4434
29656 232nd Ave SE,4435
834 Lynnwood Ave NE,4436
4115 85th Ave SE,4437
110-112 209th Pl SE,4438
7047 208th Ave NE,4439
12021 SE 251 Pl,4440
31751 NE 110th St,4441
16102 SE 251 St,4442
6100 93rd Ave SE,4443
12234 1st Ave NW,4444
2431 T St NW,4445
1517-1519 17th Ave E,4446
506 21st St SE,4447
12231 Occidental Ave S,4448
4921 28th Ave S,4449
7455 W Mercer Way,4450
15224 SE 175th Pl,4451
3429 49th Ave SW,4452
22320 11th Ave S,4453
6135 79th Ave SE,4454
425 E Lake Sammamish Pkwy SE,4455
6208 SE 22nd St,4456
150 NE 55th St,4457
28509 NE 149th Pl,4458
8516 SE 78th St,4459
1039 165th Pl NE,4460
16232 SE 10th St,4461
10320 Dibble Ave NW,4462
13101 NE 193rd Pl,4463
3402 261st Pl SE,4464
12621 SE 187th Pl,4465
7414 S 118th Pl,4466
1826 4th St,4467
10915 243rd Ave NE,4468
34529 SE Jay Ct,4469
10703 Greenwood Ave N,4470
3046 Quail Creek Way NE,4471
14323-14347 155th Ave NE,4472
15821 4th Ave SW,4473
9812 S 239th Pl,4474
3823 242nd Ave SE,4475
16004 7th Ave SW,4476
16430 125th Ave SE,4477
11020 34th Ave NE,4478
4500 NE 171st St,4479
7238 221st Ave NE,4480
30401-30499 8th Ave SW,4481
11533 22nd Ave NE,4482
7554 14th Ave NW,4483
6811 16th Ave NE,4484
12725 8th Ave NW,4485
2423 11th Ave W,4486
12116 SE 261st Ct,4487
902 N 95th St,4488
8336 Avalon Dr,4489
3428 60th Ave SW,4490
8917 NE 151st Pl,4491
22101 SE 28th St,4492
8519 28th Ave NW,4493
2710 95th Ave NE,4494
13407 8th Ave S,4495
19320 113th Ave SE,4496
1922 11th Ave W,4497
4007 Woodland Park Ave N,4498
2425 3rd Ave W,4499
4304B 36th Ave W,4500
2533 155th Pl SE,4501
2 Crescent Key,4502
8833 Earl Ave NW,4503
8506 37th Ave SW,4504
8215 Stone Ave N,4505
228 NE 174th St,4506
6714 4th Ave NW,4507
312 NE 81st St,4508
3706 140th Ave SE,4509
13345 SE 55th Pl,4510
4324 Dayton Ave N,4511
972 4th Ave NE,4512
16040 28th Ave NE,4513
3227-3399 Mountain View Ave N,4514
1028 SW 307th St,4515
13602 SE 186th Pl,4516
3529 SW Webster St,4517
37654 18th Pl S,4518
26306 127th Ave SE,4519
501 N 143rd St,4520
14855 SE 10th Pl,4521
759 Ilwaco Pl NE,4522
5148 S Creston St,4523
18717 SE 258th St,4524
